MIN,BRANCH,BUSINESS GROUP,CLOSE DATE,TRANSACTION DATE,BEGINNING INVOICE,ENDING INVOICE,BEGINNING BALANCE,ENDING BALANCE,SALES FOR THE DAY,VATABLE SALES,MONTH,YEAR
2.40309E+16,BALOY,SHOC+,2/21/2025,2/20/2025,000-002143,000-002155,"6,363,496.40","6,391,751.50","28,255.10","25,227.77",2,2025
2.40309E+16,BALOY,SHOC+,2/22/2025,2/21/2025,000-002156,000-002167,"6,391,751.50","6,413,190.40","21,438.90","19,141.88",2,2025
2.40309E+16,BALOY,SHOC+,2/23/2025,2/22/2025,000-002168,000-002184,"6,413,190.40","6,434,136.60","20,946.20","18,701.96",2,2025
2.40309E+16,BALOY,SHOC+,2/24/2025,2/23/2025,,,"6,434,136.60","6,434,136.60",0,0,2,2025
2.40309E+16,BALOY,SHOC+,2/25/2025,2/24/2025,000-002185,000-002193,"6,434,136.60","6,450,512.00","16,375.40","14,620.89",2,2025
2.40309E+16,BALOY,SHOC+,2/26/2025,2/25/2025,000-002194,000-002209,"6,450,512.00","6,468,341.50","17,829.50","15,919.20",2,2025
2.40309E+16,BALOY,SHOC+,2/27/2025,2/26/2025,000-002210,000-002220,"6,468,341.50","6,484,706.80","16,365.30","14,611.87",2,2025
2.40309E+16,BALOY,SHOC+,2/28/2025,2/27/2025,000-002221,000-002232,"6,484,706.80","6,506,790.40","22,083.60","19,717.50",2,2025
2.40309E+16,BALOY,SHOC+,03/01/2025,2/28/2025,000-002233,000-002246,"6,506,790.40","6,524,703.20","17,912.80","15,993.57",2,2025
2.40309E+16,BALOY,SHOC+,03/02/2025,03/01/2025,000-002247,000-002262,"6,524,703.20","6,550,093.50","25,390.30","22,669.91",3,2025
2.40309E+16,BALOY,SHOC+,03/03/2025,03/02/2025,,,"6,550,093.50","6,550,093.50",0,0,3,2025
2.40309E+16,BALOY,SHOC+,03/04/2025,03/03/2025,000-002263,000-002279,"6,550,093.50","6,572,720.90","22,627.40","20,203.04",3,2025
2.40309E+16,BALOY,SHOC+,03/05/2025,03/04/2025,000-002280,000-002290,"6,572,720.90","6,599,729.90","27,009.00","24,115.18",3,2025
2.40309E+16,BALOY,SHOC+,03/06/2025,03/05/2025,,,"6,599,729.90","6,599,729.90",0,0,3,2025
2.40309E+16,BALOY,SHOC+,03/07/2025,03/06/2025,000-002291,000-002304,"6,599,729.90","6,626,778.80","27,048.90","24,150.80",3,2025
2.40309E+16,BALOY,SHOC+,03/08/2025,03/07/2025,000-002305,000-002317,"6,626,778.80","6,658,553.00","31,774.20","28,369.82",3,2025
2.40309E+16,BALOY,SHOC+,03/09/2025,03/08/2025,000-002318,000-002327,"6,658,553.00","6,679,862.00","21,309.00","19,025.89",3,2025
2.40309E+16,BALOY,SHOC+,03/10/2025,03/09/2025,,,"6,679,862.00","6,679,862.00",0,0,3,2025
2.40309E+16,BALOY,SHOC+,03/11/2025,03/10/2025,000-002328,000-002336,"6,679,862.00","6,700,677.20","20,815.20","18,585.00",3,2025
2.40309E+16,BALOY,SHOC+,03/12/2025,03/11/2025,000-002337,000-002345,"6,700,677.20","6,727,580.10","26,902.90","24,020.45",3,2025
2.40309E+16,BALOY,SHOC+,3/13/2025,03/12/2025,000-002346,000-002350,"6,727,580.10","6,739,164.80","11,584.70","10,343.48",3,2025
2.40309E+16,BALOY,SHOC+,3/14/2025,3/13/2025,000-002351,000-002356,"6,739,164.80","6,755,001.40","15,836.60","14,139.82",3,2025
2.40309E+16,BALOY,SHOC+,3/15/2025,3/14/2025,000-002357,000-002368,"6,755,001.40","6,783,000.60","27,999.20","24,999.29",3,2025
2.40309E+16,BALOY,SHOC+,3/16/2025,3/15/2025,000-002369,000-002377,"6,783,000.60","6,799,304.30","16,303.70","14,556.88",3,2025
2.40309E+16,BALOY,SHOC+,3/17/2025,3/16/2025,,,"6,799,304.30","6,799,304.30",0,0,3,2025
2.40309E+16,BALOY,SHOC+,3/18/2025,3/17/2025,000-002378,000-002386,"6,799,304.30","6,823,607.30","24,303.00","21,699.11",3,2025
2.40309E+16,BALOY,SHOC+,3/19/2025,3/18/2025,000-002387,000-002397,"6,823,607.30","6,853,212.50","29,605.20","26,433.21",3,2025
2.40309E+16,BALOY,SHOC+,3/20/2025,3/19/2025,000-002398,000-002408,"6,853,212.50","6,880,528.30","27,315.80","24,389.11",3,2025
2.40309E+16,BALOY,SHOC+,3/21/2025,3/20/2025,000-002409,000-002414,"6,880,528.30","6,907,879.90","27,351.60","24,421.07",3,2025
2.40309E+16,BALOY,SHOC+,3/22/2025,3/21/2025,000-002415,000-002420,"6,907,879.90","6,934,436.50","26,556.60","23,711.25",3,2025
2.40309E+16,BALOY,SHOC+,3/23/2025,3/22/2025,000-002421,000-002431,"6,934,436.50","6,960,646.00","26,209.50","23,401.34",3,2025
2.40309E+16,BALOY,SHOC+,3/24/2025,3/23/2025,,,"6,960,646.00","6,960,646.00",0,0,3,2025
2.40309E+16,BALOY,SHOC+,3/25/2025,3/24/2025,000-002432,000-002438,"6,960,646.00","6,986,230.50","25,584.50","22,843.30",3,2025
2.40309E+16,BALOY,SHOC+,3/26/2025,3/25/2025,000-002439,000-002448,"6,986,230.50","7,014,141.80","27,911.30","24,920.80",3,2025
2.40309E+16,BALOY,SHOC+,3/27/2025,3/26/2025,000-002449,000-002456,"7,014,141.80","7,038,793.50","24,651.70","22,010.45",3,2025
2.40309E+16,BALOY,SHOC+,3/28/2025,3/27/2025,000-002457,000-002460,"7,038,793.50","7,052,767.70","13,974.20","12,476.96",3,2025
2.40309E+16,BALOY,SHOC+,3/29/2025,3/28/2025,000-002461,000-002468,"7,052,767.70","7,083,880.70","31,113.00","27,779.46",3,2025
2.40309E+16,BALOY,SHOC+,3/30/2025,3/29/2025,000-002469,000-002476,"7,083,880.70","7,112,341.60","28,460.90","25,411.52",3,2025
2.40309E+16,BALOY,SHOC+,3/31/2025,3/30/2025,,,"7,112,341.60","7,112,341.60",0,0,3,2025
2.40309E+16,BALOY,SHOC+,04/01/2025,3/31/2025,000-002477,000-002488,"7,112,341.60","7,137,370.60","25,029.00","22,347.32",3,2025
2.40309E+16,BALOY,SHOC+,04/02/2025,04/01/2025,000-002489,000-002499,"7,137,370.60","7,181,060.10","43,689.50","39,008.48",4,2025
2.40309E+16,BALOY,SHOC+,04/03/2025,04/02/2025,000-002500,000-002511,"7,181,060.10","7,229,809.50","48,749.40","43,526.25",4,2025
2.40309E+16,BALOY,SHOC+,04/04/2025,04/03/2025,000-002512,000-002519,"7,229,809.50","7,270,640.30","40,830.80","36,456.07",4,2025
2.40309E+16,BALOY,SHOC+,04/05/2025,04/04/2025,000-002520,000-002530,"7,270,640.30","7,291,727.80","21,087.50","18,828.13",4,2025
2.40309E+16,BALOY,SHOC+,04/06/2025,04/05/2025,000-002531,000-002541,"7,291,727.80","7,320,539.70","28,811.90","25,724.91",4,2025
2.40309E+16,BALOY,SHOC+,04/07/2025,04/06/2025,,,"7,320,539.70","7,320,539.70",0,0,4,2025
2.40309E+16,BALOY,SHOC+,04/08/2025,04/07/2025,000-002542,000-002547,"7,320,539.70","7,342,002.90","21,463.20","19,163.57",4,2025
2.40309E+16,BALOY,SHOC+,04/09/2025,04/08/2025,000-002548,000-002555,"7,342,002.90","7,342,002.90",0,0,4,2025
2.40309E+16,BALOY,SHOC+,04/10/2025,04/09/2025,000-002556,000-002566,"7,342,002.90","7,366,867.40","24,864.50","22,200.45",4,2025
2.40309E+16,BALOY,SHOC+,04/11/2025,04/10/2025,000-002567,000-002576,"7,366,867.40","7,423,922.90","57,055.50","50,942.41",4,2025
2.40309E+16,BALOY,SHOC+,04/12/2025,04/11/2025,000-002577,000-002584,"7,423,922.90","7,449,797.70","25,874.80","23,102.50",4,2025
2.40309E+16,BALOY,SHOC+,4/13/2025,04/12/2025,000-002585,000-002592,"7,449,797.70","7,462,560.10","12,762.40","11,395.00",4,2025
2.40309E+16,BALOY,SHOC+,4/14/2025,4/13/2025,,,"7,462,560.10","7,462,560.10",0,0,4,2025
2.40309E+16,BALOY,SHOC+,4/15/2025,4/14/2025,000-002593,000-002602,"7,462,560.10","7,485,939.40","23,379.30","20,874.38",4,2025
2.40309E+16,BALOY,SHOC+,4/16/2025,4/15/2025,000-002603,000-002611,"7,485,939.40","7,506,644.20","20,704.80","18,486.43",4,2025
2.40309E+16,BALOY,SHOC+,4/17/2025,4/16/2025,000-002612,000-002618,"7,506,644.20","7,521,552.10","14,907.90","13,310.62",4,2025
2.40309E+16,BALOY,SHOC+,4/18/2025,4/17/2025,000-002619,000-002625,"7,521,552.10","7,533,606.20","12,054.10","10,762.59",4,2025
2.40309E+16,BALOY,SHOC+,4/19/2025,4/18/2025,,,"7,533,606.20","7,533,606.20",0,0,4,2025
2.40309E+16,BALOY,SHOC+,4/20/2025,4/19/2025,000-002626,000-002361,"7,533,606.20","7,548,380.60","14,774.40","13,191.43",4,2025
2.40309E+16,BALOY,SHOC+,4/21/2025,4/20/2025,,,"7,548,380.60","7,548,380.60",0,0,4,2025
2.40309E+16,BALOY,SHOC+,4/22/2025,4/21/2025,000-002362,000-002642,"7,548,380.60","7,595,511.70","47,131.10","42,081.34",4,2025
2.40309E+16,BALOY,SHOC+,4/23/2025,4/22/2025,000-002643,000-002651,"7,595,511.70","7,617,195.50","21,683.80","19,360.54",4,2025
2.40309E+16,BALOY,SHOC+,4/24/2025,4/23/2025,000-002652,000-002660,"7,617,195.50","7,631,657.90","14,462.40","12,912.86",4,2025
2.40309E+16,BALOY,SHOC+,4/25/2025,4/24/2025,000-002661,000-002667,"7,631,657.90","7,652,548.00","20,890.10","18,651.87",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/02/2025,01/01/2025,000-202534,000-203066,"286,604,902.81","287,069,140.86","464,238.05","414,498.26",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/02/2025,01/01/2025,000-005157,000-005161,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/03/2025,01/02/2025,000-203067,000-203608,"287,069,140.86","287,792,220.62","723,079.76","645,606.93",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/03/2025,01/02/2025,000-005162,000-005171,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/04/2025,01/03/2025,000-203609,000-204327,"287,792,220.62","288,728,559.06","936,338.44","836,016.46",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/04/2025,01/03/2025,000-005172,000-005190,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/05/2025,01/04/2025,000-204328,000-205010,"288,728,559.06","289,575,624.56","847,065.50","756,308.48",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/05/2025,01/04/2025,000-005191,000-005200,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/06/2025,01/05/2025,000-205011,000-205666,"289,575,624.56","290,407,824.30","832,199.74","743,035.48",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/06/2025,01/05/2025,000-005201,000-005214,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/07/2025,01/06/2025,000-205667,000-206323,"290,407,824.30","291,410,523.02","1,002,698.72","895,266.71",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/07/2025,01/06/2025,000-005215,000-005222,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/08/2025,01/07/2025,000-206324,000-206973,"291,410,523.02","292,380,427.98","969,904.96","865,986.57",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/08/2025,01/07/2025,000-005223,000-005236,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/09/2025,01/08/2025,000-206974,000-207609,"292,380,427.98","293,402,996.77","1,022,568.79","913,007.85",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/09/2025,01/08/2025,000-005237,000-005252,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/10/2025,01/09/2025,000-207610,000-208204,"293,402,996.77","294,203,186.75","800,189.98","714,455.34",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/10/2025,01/09/2025,000-005253,000-005269,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/11/2025,01/10/2025,000-208205,000-208832,"294,203,186.75","295,198,928.48","995,741.73","889,055.12",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/11/2025,01/10/2025,000-005270,000-005282,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/12/2025,01/11/2025,000-208833,000-209584,"295,198,928.48","296,133,626.58","934,698.10","834,551.87",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,01/12/2025,01/11/2025,000-005283,000-005299,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/13/2025,01/12/2025,000-209585,000-210173,"296,133,626.58","269,898,429.90","-26,235,196.68","-23,424,282.75",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/13/2025,01/12/2025,000-005300,000-005306,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/14/2025,1/13/2025,000-210174,000-210790,"269,898,429.90","297,846,482.06","27,948,052.16","24,953,618.00",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/14/2025,1/13/2025,000-005307,000-005320,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/15/2025,1/14/2025,000-210791,000-211430,"297,846,482.06","298,815,788.80","969,306.74","865,452.45",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/15/2025,1/14/2025,000-005321,000-005336,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/16/2025,1/15/2025,000-211431,000-212035,"298,815,788.80","299,592,851.06","777,062.26","693,805.59",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/16/2025,1/15/2025,000-005337,000-005348,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/17/2025,1/16/2025,000-212036,000-212660,"299,592,851.06","300,476,802.89","883,951.83","789,242.71",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/17/2025,1/16/2025,000-005349,000-005364,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/18/2025,1/17/2025,000-212661,000-213357,"300,476,802.89","301,407,745.79","930,942.90","831,199.02",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/18/2025,1/17/2025,000-005365,000-005376,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/19/2025,1/18/2025,000-213358,000-214103,"301,407,745.79","302,379,872.21","972,126.42","867,970.02",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/19/2025,1/18/2025,000-005377,000-005395,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/20/2025,1/19/2025,000-214104,000-214731,"302,379,872.21","303,100,627.41","720,755.20","643,531.43",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/20/2025,1/19/2025,000-005396,000-005404,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/21/2025,1/20/2025,000-214732,000-215425,"302,379,872.21","304,216,280.89","1,836,408.68","1,639,650.61",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/21/2025,1/20/2025,000-005405,000-005425,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/22/2025,1/21/2025,000-215426,000-215973,"304,216,280.89","305,020,622.41","804,341.52","718,162.07",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/22/2025,1/21/2025,000-005426,000-005440,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/23/2025,1/22/2025,000-215974,000-216591,"305,020,622.41","306,034,277.55","1,013,655.14","905,049.23",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/23/2025,1/22/2025,000-005441,000-005458,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/24/2025,1/23/2025,000-216592,000-217156,"306,034,277.55","307,044,765.26","1,010,487.71","902,221.17",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/24/2025,1/23/2025,000-005459,000-005468,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/25/2025,1/24/2025,000-217157,000-217852,"307,044,765.26","307,954,657.10","909,891.84","812,403.43",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/25/2025,1/24/2025,000-005469,000-005482,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/26/2025,1/25/2025,000-217853,000-218552,"307,954,657.10","308,813,011.35","858,354.25","766,387.72",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/26/2025,1/25/2025,000-005483,000-005498,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/27/2025,1/26/2025,000-218553,000-219184,"308,813,011.35","309,541,394.77","728,383.42","650,342.34",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/27/2025,1/26/2025,000-005499,000-005507,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/28/2025,1/27/2025,000-219185,000-219784,"309,541,394.77","310,463,884.69","922,489.92","823,651.71",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/28/2025,1/27/2025,000-005508,000-005518,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/29/2025,1/28/2025,000-219785,000-220406,"310,463,884.69","311,329,224.40","865,339.71","772,624.74",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/29/2025,1/28/2025,000-005519,000-005532,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/30/2025,1/29/2025,000-220407,000-221031,"311,329,224.40","312,153,680.77","824,456.37","736,121.76",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/30/2025,1/29/2025,000-005533,000-005556,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/31/2025,1/30/2025,000-221032,000-221683,"312,153,680.77","313,146,201.22","992,520.45","886,178.97",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,1/31/2025,1/30/2025,000-005557,000-005565,,,0,0,1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/01/2025,1/31/2025,000-221684,000-222372,"313,146,201.22","314,031,189.65","884,988.43","790,168.24",1,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/01/2025,1/31/2025,000-005566,000-005582,,,0,0,1,2025
2.40219E+16,BALOY,SELECT,01/02/2025,01/01/2025,000-083986,000-084204,"23,114,006.19","23,189,248.19","75,242.00","67,180.36",1,2025
2.40219E+16,BALOY,SELECT,01/03/2025,01/02/2025,000-084205,000-084498,"23,189,248.19","23,266,351.19","77,103.00","68,841.96",1,2025
2.40219E+16,BALOY,SELECT,01/04/2025,01/03/2025,000-084499,000-084808,"23,266,351.19","23,353,626.19","87,275.00","77,924.11",1,2025
2.40219E+16,BALOY,SELECT,01/05/2025,01/04/2025,000-084809,000-085100,"23,353,626.19","23,433,062.19","79,436.00","70,925.00",1,2025
2.40219E+16,BALOY,SELECT,01/06/2025,01/05/2025,000-085101,000-085379,"23,433,062.19","23,508,577.19","75,515.00","67,424.11",1,2025
2.40219E+16,BALOY,SELECT,01/07/2025,01/06/2025,000-085380,000-085628,"23,508,577.19","23,572,125.19","63,548.00","56,739.29",1,2025
2.40219E+16,BALOY,SELECT,01/08/2025,01/07/2025,000-085629,000-085884,"23,572,125.19","23,630,601.19","58,476.00","52,210.71",1,2025
2.40219E+16,BALOY,SELECT,01/09/2025,01/08/2025,000-085885,000-086185,"23,630,601.19","23,709,683.19","79,082.00","70,608.93",1,2025
2.40219E+16,BALOY,SELECT,01/10/2025,01/09/2025,000-086186,000-086414,"23,709,683.19","23,767,220.19","57,537.00","51,372.32",1,2025
2.40219E+16,BALOY,SELECT,01/11/2025,01/10/2025,000-086415,000-086711,"23,767,220.19","23,837,881.19","70,661.00","63,090.18",1,2025
2.40219E+16,BALOY,SELECT,01/12/2025,01/11/2025,000-086712,000-086920,"23,837,881.19","23,912,593.19","74,712.00","66,707.14",1,2025
2.40219E+16,BALOY,SELECT,1/13/2025,01/12/2025,000-086921,000-087112,"23,912,593.19","23,976,918.19","64,325.00","57,433.04",1,2025
2.40219E+16,BALOY,SELECT,1/14/2025,1/13/2025,000-087113,000-087294,"23,976,918.19","24,034,281.19","57,363.00","51,216.96",1,2025
2.40219E+16,BALOY,SELECT,1/15/2025,1/14/2025,000-087295,000-087493,"24,034,281.19","24,095,496.19","61,215.00","54,656.25",1,2025
2.40219E+16,BALOY,SELECT,1/16/2025,1/15/2025,000-087494,000-087721,"24,095,496.19","24,157,264.19","61,768.00","55,150.00",1,2025
2.40219E+16,BALOY,SELECT,1/17/2025,1/16/2025,000-087722,000-087959,"24,157,264.19","24,219,499.19","62,235.00","55,566.96",1,2025
2.40219E+16,BALOY,SELECT,1/18/2025,1/17/2025,000-087960,000-088199,"24,219,499.19","24,298,108.19","78,609.00","70,186.61",1,2025
2.40219E+16,BALOY,SELECT,1/19/2025,1/18/2025,000-088200,000-088444,"24,298,108.19","24,365,269.19","67,161.00","59,965.18",1,2025
2.40219E+16,BALOY,SELECT,1/20/2025,1/19/2025,000-088445,000-088675,"24,365,269.19","24,442,128.19","76,859.00","68,624.11",1,2025
2.40219E+16,BALOY,SELECT,1/21/2025,1/20/2025,000-088676,000-088885,"24,442,129.19","24,494,775.19","52,646.00","47,005.36",1,2025
2.40219E+16,BALOY,SELECT,1/22/2025,1/21/2025,000-088886,000-089095,"24,494,775.19","24,554,099.19","59,324.00","52,967.86",1,2025
2.40219E+16,BALOY,SELECT,1/23/2025,1/22/2025,000-089096,000-089284,"24,554,099.19","24,609,475.19","55,376.00","49,442.86",1,2025
2.40219E+16,BALOY,SELECT,1/24/2025,1/23/2025,000-089285,000-089497,"24,609,475.19","24,667,392.19","57,917.00","51,711.61",1,2025
2.40219E+16,BALOY,SELECT,1/25/2025,1/24/2025,000-089498,000-089736,"24,667,392.19","24,740,371.19","72,979.00","65,159.82",1,2025
2.40219E+16,BALOY,SELECT,1/26/2025,1/25/2025,000-089737,000-089994,"24,740,371.19","24,830,889.19","90,518.00","80,819.64",1,2025
2.40219E+16,BALOY,SELECT,1/27/2025,1/26/2025,000-089995,000-090207,"24,830,889.19","24,899,411.19","68,522.00","61,180.36",1,2025
2.40219E+16,BALOY,SELECT,1/28/2025,1/27/2025,000-090208,000-090458,"24,899,411.19","24,961,862.19","62,451.00","55,759.82",1,2025
2.40219E+16,BALOY,SELECT,1/29/2025,1/28/2025,000-090459,000-090698,"24,961,862.19","25,030,166.19","68,304.00","60,985.71",1,2025
2.40219E+16,BALOY,SELECT,1/30/2025,1/29/2025,000-090699,000-090968,"25,030,166.19","25,108,144.19","77,978.00","69,623.21",1,2025
2.40219E+16,BALOY,SELECT,1/31/2025,1/30/2025,000-090969,000-091207,"25,108,144.19","25,173,551.19","65,407.00","58,399.11",1,2025
2.40219E+16,BALOY,SELECT,02/01/2025,1/31/2025,000-091208,000-091469,"25,173,551.19","25,250,169.19","76,618.00","68,408.93",1,2025
